	Kingdom	Phylum	Class	Order	Family	Genus	Species
Hu_ASV_822	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_823	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_824	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_825	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_826	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_827	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_828	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_829	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_830	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_831	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
Hu_ASV_832	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_833	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_834	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_835	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_836	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_837	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_838	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_839	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_840	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_841	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_842	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_843	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_844	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_845	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_846	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_847	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_848	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_849	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_850	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_851	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_852	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_853	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_854	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_855	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
Hu_ASV_856	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_857	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_858	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_859	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_860	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_861	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_862	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_863	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_864	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_865	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_866	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_867	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_868	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_869	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_870	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_871	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_872	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_873	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_874	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_875	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_876	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_877	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_878	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_879	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_880	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_881	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_882	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_883	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_884	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_885	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_886	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_887	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_888	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_889	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_890	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_891	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_892	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_893	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	NA
Hu_ASV_894	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_895	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_896	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_897	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_898	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_899	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_900	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_901	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_902	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_903	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_904	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_905	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_906	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_907	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_908	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_909	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_910	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_911	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_912	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	lusitaniae
Hu_ASV_913	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_914	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_915	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_916	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_917	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_918	Viridiplantae	NA	NA	NA	NA	NA	NA
Hu_ASV_919	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_920	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_921	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_922	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_923	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_924	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_925	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_926	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_927	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_928	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_929	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_930	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_931	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_932	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_933	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_934	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_935	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_936	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_937	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_938	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_939	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_940	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_941	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_942	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_943	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_944	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_945	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_946	Viridiplantae	NA	NA	NA	NA	NA	NA
Hu_ASV_947	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	slooffiae
Hu_ASV_948	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_949	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_950	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_951	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_952	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_953	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_954	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_955	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_956	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_957	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_958	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	colostri
Hu_ASV_959	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_960	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_961	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_962	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_963	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_964	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_965	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_966	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_967	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_968	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_969	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_970	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_971	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_972	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_973	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_974	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_975	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_976	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_977	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_978	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_979	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_980	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_981	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_982	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_983	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_984	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_985	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_986	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_987	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_988	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_989	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_990	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_991	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_992	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_993	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_994	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_995	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_996	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_997	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_998	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_999	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1000	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1001	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1002	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1003	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1004	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1005	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1006	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1007	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1008	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1009	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1010	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1011	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1012	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	cancerae
Hu_ASV_1013	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1014	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1015	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1016	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	awamori
Hu_ASV_1017	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1018	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Xerochrysium	Xerochrysium xerophilum
Hu_ASV_1019	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	domesticum
Hu_ASV_1020	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	NA	Malassezia	Malassezia vespertilionis
Hu_ASV_1021	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	anomalus
Hu_ASV_1022	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1023	Viridiplantae	NA	NA	NA	NA	NA	NA
Hu_ASV_1024	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1025	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1026	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1027	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1028	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1029	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1030	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1031	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_1032	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1033	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1034	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1035	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1036	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1037	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1038	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1039	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1040	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1041	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1042	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1043	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1044	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1045	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1046	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1047	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1048	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_1049	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1050	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1051	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1052	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1053	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1054	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1055	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1056	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1057	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1058	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1059	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1060	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1061	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1062	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1063	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1064	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1065	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1066	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1067	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1068	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1069	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1070	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1071	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1072	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1073	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1074	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1075	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1076	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1077	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1078	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1079	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1080	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1081	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1082	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1083	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1084	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1085	Viridiplantae	NA	NA	NA	NA	NA	NA
Hu_ASV_1086	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1087	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1088	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1089	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1090	Fungi	Ascomycota	Xylonomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	buchneri
Hu_ASV_1091	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1092	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1093	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1094	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1095	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1096	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1097	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1098	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1099	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1100	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1101	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1102	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1103	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1104	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1105	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1106	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1107	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1108	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1109	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1110	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1111	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1112	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1113	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1114	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1115	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1116	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1117	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1118	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1119	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1120	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1121	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1122	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1123	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1124	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1125	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1126	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1127	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1128	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1129	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1130	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1131	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1132	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1133	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1134	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1135	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1136	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1137	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1138	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1139	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1140	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1141	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1142	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_1143	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1144	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1145	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1146	Fungi	Ascomycota	NA	NA	NA	NA	NA
Hu_ASV_1147	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1148	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1149	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_1150	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1151	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1152	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1153	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1154	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1155	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1156	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1157	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1158	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1159	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1160	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1161	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1162	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1163	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1164	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1165	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1166	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1167	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1168	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1169	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1170	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1171	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1172	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1173	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1174	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1175	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1176	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1177	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1178	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1179	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1180	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1181	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1182	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1183	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1184	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1185	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1186	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1187	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1188	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1189	Metazoa	NA	NA	NA	NA	NA	NA
Hu_ASV_1190	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1191	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1192	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1193	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1194	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1195	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1196	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1197	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1198	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1199	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1200	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1201	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1202	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1203	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1204	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1205	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1206	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1207	Viridiplantae	NA	NA	NA	NA	NA	NA
Hu_ASV_1208	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1209	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1210	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1211	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1212	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1213	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1214	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1215	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1216	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1217	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1218	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1219	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1220	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1221	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1222	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1223	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1224	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1225	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1226	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1227	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1228	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1229	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1230	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1231	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1232	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1233	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1234	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1235	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1236	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1237	Fungi	NA	NA	NA	NA	NA	NA
Hu_ASV_1238	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1239	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1240	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1241	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1242	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1243	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1244	NA	NA	NA	NA	NA	NA	NA
Hu_ASV_1245	NA	NA	NA	NA	NA	NA	NA
